CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-03-01 00:00,mm,171.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-04-01 00:00,mm,109.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-05-01 00:00,mm,271.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-06-01 00:00,mm,42.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-07-01 00:00,mm,18.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-08-01 00:00,mm,26.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-09-01 00:00,mm,135.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-10-01 00:00,mm,195.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-11-01 00:00,mm,217.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2005-12-01 00:00,mm,83.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-01-01 00:00,mm,55.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-02-01 00:00,mm,37.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-03-01 00:00,mm,124.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-04-01 00:00,mm,214.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-05-01 00:00,mm,221.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-06-01 00:00,mm,40.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-07-01 00:00,mm,11.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-08-01 00:00,mm,34.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-09-01 00:00,mm,101.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-10-01 00:00,mm,71.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-11-01 00:00,mm,218.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2006-12-01 00:00,mm,257.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-01-01 00:00,mm,108.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-02-01 00:00,mm,1.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-03-01 00:00,mm,281.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-04-01 00:00,mm,269.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-05-01 00:00,mm,272.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-06-01 00:00,mm,128.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-07-01 00:00,mm,159.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-08-01 00:00,mm,25.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-09-01 00:00,mm,28.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-10-01 00:00,mm,174.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-11-01 00:00,mm,166.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2007-12-01 00:00,mm,71,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-01-01 00:00,mm,152.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-02-01 00:00,mm,111.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-03-01 00:00,mm,70.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-04-01 00:00,mm,101.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-05-01 00:00,mm,193,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-06-01 00:00,mm,150,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-07-01 00:00,mm,83,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-08-01 00:00,mm,167,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-09-01 00:00,mm,174,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-10-01 00:00,mm,155,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-11-01 00:00,mm,114,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2008-12-01 00:00,mm,31,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-01-01 00:00,mm,138,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-02-01 00:00,mm,55,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-03-01 00:00,mm,155,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-04-01 00:00,mm,122,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-05-01 00:00,mm,113,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-06-01 00:00,mm,53,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-07-01 00:00,mm,8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-08-01 00:00,mm,37,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-09-01 00:00,mm,130,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-10-01 00:00,mm,55,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-11-01 00:00,mm,68,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2009-12-01 00:00,mm,153,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-01-01 00:00,mm,54,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-02-01 00:00,mm,124,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-03-01 00:00,mm,79,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-04-01 00:00,mm,600,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-05-01 00:00,mm,215,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-06-01 00:00,mm,146,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-07-01 00:00,mm,202,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-08-01 00:00,mm,26,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-09-01 00:00,mm,101,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-10-01 00:00,mm,36,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-11-01 00:00,mm,116,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2010-12-01 00:00,mm,107,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-01-01 00:00,mm,30.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-02-01 00:00,mm,84.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-03-01 00:00,mm,124.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-04-01 00:00,mm,262.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-05-01 00:00,mm,234.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-06-01 00:00,mm,134,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-07-01 00:00,mm,28.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-08-01 00:00,mm,20.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-09-01 00:00,mm,71.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-10-01 00:00,mm,176.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-11-01 00:00,mm,170.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2011-12-01 00:00,mm,86.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-01-01 00:00,mm,63.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-02-01 00:00,mm,135.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-03-01 00:00,mm,215.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-04-01 00:00,mm,223.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-05-01 00:00,mm,49.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-06-01 00:00,mm,29.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-07-01 00:00,mm,23.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-08-01 00:00,mm,48.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-09-01 00:00,mm,15.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-10-01 00:00,mm,156.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-11-01 00:00,mm,63,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2012-12-01 00:00,mm,58.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-01-01 00:00,mm,30.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-02-01 00:00,mm,129,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-03-01 00:00,mm,218.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-04-01 00:00,mm,141.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-05-01 00:00,mm,204.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-06-01 00:00,mm,45.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-07-01 00:00,mm,16.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-08-01 00:00,mm,87.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-09-01 00:00,mm,26.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-10-01 00:00,mm,68,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-11-01 00:00,mm,87.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2013-12-01 00:00,mm,126.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-01-01 00:00,mm,86.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-02-01 00:00,mm,99.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-03-01 00:00,mm,45.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-04-01 00:00,mm,514.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-05-01 00:00,mm,254.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-06-01 00:00,mm,75.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-07-01 00:00,mm,18.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-08-01 00:00,mm,1.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-09-01 00:00,mm,127.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-10-01 00:00,mm,122.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-11-01 00:00,mm,101.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2014-12-01 00:00,mm,119.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,87.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,32.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,186.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,90.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,41.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,26.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,0.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,35.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,218.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,185.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,24.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,0,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,129.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,77.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,66.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,32.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,271.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,135.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,241.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,49.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,13.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,314.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,136.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,211.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,98.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-07-01 00:00,mm,19.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-08-01 00:00,mm,63.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-09-01 00:00,mm,44.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-10-01 00:00,mm,219.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-11-01 00:00,mm,189.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2017-12-01 00:00,mm,47.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-01-01 00:00,mm,100.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-02-01 00:00,mm,20.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-03-01 00:00,mm,223.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-04-01 00:00,mm,197.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-05-01 00:00,mm,127.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-06-01 00:00,mm,26.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-07-01 00:00,mm,52.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-08-01 00:00,mm,42.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-09-01 00:00,mm,106.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-11-01 00:00,mm,196.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2018-12-01 00:00,mm,13.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-01-01 00:00,mm,68.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-02-01 00:00,mm,171.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-03-01 00:00,mm,263.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-04-01 00:00,mm,135.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-05-01 00:00,mm,200.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-06-01 00:00,mm,12.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-07-01 00:00,mm,40.5,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-08-01 00:00,mm,0,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-09-01 00:00,mm,20.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-11-01 00:00,mm,83.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2019-12-01 00:00,mm,134.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-01-01 00:00,mm,1.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-02-01 00:00,mm,39.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-05-01 00:00,mm,64.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-06-01 00:00,mm,150.3,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-07-01 00:00,mm,103.6,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-08-01 00:00,mm,142,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-09-01 00:00,mm,118,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-10-01 00:00,mm,79.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-11-01 00:00,mm,228.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2020-12-01 00:00,mm,53.9,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-01-01 00:00,mm,62.2,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-02-01 00:00,mm,107.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-03-01 00:00,mm,223.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-04-01 00:00,mm,112.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-05-01 00:00,mm,266.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-06-01 00:00,mm,195.4,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-07-01 00:00,mm,92.1,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-08-01 00:00,mm,209.8,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-09-01 00:00,mm,66.7,Definitivo
21215080,CHICORAL [21215080],PRECIPITACION,Precipitación total mensual,2021-10-01 00:00,mm,103.8,Definitivo
